id,school_name,school_type,Official Low Year Level,Official High Year Level,school_address,suburb,postcode,Sector,sector,school_lon,school_lat
5067,St Ita's Regional Primary School (Dutton Park),,Prep Year,Year 6,249 Gladstone Road,Dutton Park,4102,Non-State,Catholic,153.023204,-27.494736
5304,St James College (Brisbane),,Year 7,Year 12,201 Boundary Street,Brisbane,4000,Non-State,Catholic,153.0299,-27.461503
5311,St James Lutheran College (Urraween),,Prep Year,Year 12,138-172 Pantlins Lane,Urraween,4655,Non-State,Independent,152.813702,-25.298067
5069,St James Primary School (Coorparoo),,Prep Year,Year 6,92 Kirkland Avenue,Coorparoo,4151,Non-State,Catholic,153.05243,-27.49954
5070,St Joachim's School (Holland Park),,Prep Year,Year 6,41 Yuletide Street,Holland Park,4121,Non-State,Catholic,153.058945,-27.520626
5245,St John Bosco Catholic School (Collinsville),,Prep Year,Year 6,25 Blake Street,Collinsville,4804,Non-State,Catholic,147.845289,-20.553807
5346,St John Fisher College (Bracken Ridge),,Year 7,Year 12,John Fisher Drive,Bracken Ridge,4017,Non-State,Catholic,153.043823,-27.313393
5202,St John the Baptist Catholic Primary School (Gladstone),,Prep Year,Year 6,15 J Hickey Avenue,Gladstone,4680,Non-State,Catholic,151.21951,-23.875895
5072,St John Vianney's Primary School (Manly),,Prep Year,Year 6,15 Oceana Terrace,Manly,4179,Non-State,Catholic,153.184421,-27.457647
5459,"St John's Anglican College (College Ave, Forest Lake)",,Year 7,Year 12,College Avenue,Forest Lake,4078,Non-State,Independent,152.971181,-27.621602
5201,St John's Catholic Primary School (Walkerston),,Prep Year,Year 6,23 Creek Street,Walkerston,4751,Non-State,Catholic,149.066349,-21.16128
5125,St John's College (Nambour),,Year 7,Year 12,Perwillowen Road,Nambour,4560,Non-State,Catholic,152.944907,-26.637909
5766,St John's Lutheran Primary School (Bundaberg),,Prep Year,Year 6,24 George Street,Bundaberg,4670,Non-State,Independent,152.3618,-24.869269
5770,St John's Lutheran School (Kingaroy),,Prep Year,Year 9,84-94 Ivy Street,Kingaroy,4610,Non-State,Independent,151.855215,-26.537629
5324,St John's School (Roma),,Prep Year,Year 12,Bowen Street,Roma,4455,Non-State,Catholic,148.780869,-26.572471
5277,St John's School (Silkwood),,Prep Year,Year 6,Harold Street,Silkwood,4856,Non-State,Catholic,146.005185,-17.737238
5204,St Joseph's Catholic Primary School (Barcaldine),,Prep Year,Year 6,23 Willow Street,Barcaldine,4725,Non-State,Catholic,145.286211,-23.556267
5205,St Joseph's Catholic Primary School (Biloela),,Prep Year,Year 6,66 Rainbow Street,Biloela,4715,Non-State,Catholic,150.514774,-24.396994
5206,St Joseph's Catholic Primary School (Blackall),,Prep Year,Year 6,109 Thistle Street,Blackall,4472,Non-State,Catholic,145.45976,-24.420036
5080,St Joseph's Catholic Primary School (Bracken Ridge),,Prep Year,Year 6,30 Eldorado Street,Bracken Ridge,4017,Non-State,Catholic,153.034414,-27.325036
5207,St Joseph's Catholic Primary School (Bundaberg),,Prep Year,Year 6,Cnr Barolin and Woondooma Streets,Bundaberg,4670,Non-State,Catholic,152.350031,-24.868139
5208,St Joseph's Catholic Primary School (Clermont),,Prep Year,Year 6,50 Box Street,Clermont,4721,Non-State,Catholic,147.639199,-22.822009
5210,St Joseph's Catholic Primary School (North Mackay),,Prep Year,Year 6,4 Canberra Street,North Mackay,4740,Non-State,Catholic,149.186803,-21.122614
5211,St Joseph's Catholic Primary School (Park Avenue),,Prep Year,Year 6,Main Street,Park Avenue,4701,Non-State,Catholic,150.510058,-23.357505
5212,St Joseph's Catholic Primary School (Wandal),,Prep Year,Year 6,4 Herbert Street,Wandal,4700,Non-State,Catholic,150.494019,-23.37291
5247,St Joseph's Catholic School (Cloncurry),,Prep Year,Year 9,Sheaffe Street,Cloncurry,4824,Non-State,Catholic,140.50566,-20.70148
5251,"St Joseph's Catholic School, The Strand (North Ward)",,Prep Year,Year 6,Fryer Street,North Ward,4810,Non-State,Catholic,146.81756,-19.253335
5305,St Joseph's College (Brisbane),,Year 5,Year 12,285 Gregory Terrace,Brisbane,4000,Non-State,Catholic,153.024748,-27.456844
A107,St Joseph's College (Coomera),,Prep Year,Year 7,49-103 Kerkin Road South,Coomera,4209,Non-State,Catholic,153.33416,-27.83292
5323,St Joseph's College (Toowoomba),,Year 7,Year 12,54 James Street,Toowoomba,4350,Non-State,Catholic,151.970197,-27.571553
5366,St Joseph's Nudgee College (Boondall),,Year 5,Year 12,2199 Sandgate Road,Boondall,4034,Non-State,Catholic,153.062141,-27.35992
9627,St Joseph's Parish School (Weipa),,Prep Year,Year 6,Boundary Road,Weipa,4874,Non-State,Catholic,141.880525,-12.628974
5074,St Joseph's Primary School (Corinda),,Prep Year,Year 6,28 Clewley Street,Corinda,4075,Non-State,Catholic,152.982579,-27.53802
5075,St Joseph's Primary School (Kangaroo Point),,Prep Year,Year 6,26-36 Leopard Street,Kangaroo Point,4169,Non-State,Catholic,153.032944,-27.482947
5384,St Joseph's Primary School (Nambour),,Prep Year,Year 6,177 Currie Street,Nambour,4560,Non-State,Catholic,152.96012,-26.63001
5278,St Joseph's School (Atherton),,Prep Year,Year 6,Cnr Jack and Alice Streets,Atherton,4883,Non-State,Catholic,145.478694,-17.265447
5073,St Joseph's School (Bardon),,Prep Year,Year 6,41 The Drive,Bardon,4065,Non-State,Catholic,152.980011,-27.459022
5279,St Joseph's School (Cairns),,Prep Year,Year 6,13 Loeven Street,Parramatta Park,4870,Non-State,Catholic,145.766546,-16.926576
5122,St Joseph's School (Childers),,Prep Year,Year 6,40 Churchill Street,Childers,4660,Non-State,Catholic,152.281186,-25.235986
5168,St Joseph's School (Chinchilla),,Prep Year,Year 6,74 Middle Street,Chinchilla,4413,Non-State,Catholic,150.62718,-26.743504
5123,St Joseph's School (Gayndah),,Prep Year,Year 6,38 Meson Street,Gayndah,4625,Non-State,Catholic,151.605418,-25.623398
5170,St Joseph's School (Millmerran),,Prep Year,Year 6,25 Walpole Street,Millmerran,4357,Non-State,Catholic,151.27167,-27.872529
5250,St Joseph's School (Mount Isa),,Prep Year,Year 6,50-64 Twenty Third Avenue,Mount Isa,4825,Non-State,Catholic,139.491252,-20.744703
5248,St Joseph's School (Mundingburra),,Prep Year,Year 6,65-75 Ross River Road,Mundingburra,4812,Non-State,Catholic,146.790602,-19.294115
5124,St Joseph's School (Murgon),,Prep Year,Year 6,32 Angel Avenue,Murgon,4605,Non-State,Catholic,151.946228,-26.239438
5076,St Joseph's School (North Ipswich),,Prep Year,Year 6,42 Pine Mountain Road,North Ipswich,4305,Non-State,Catholic,152.757571,-27.590915
5078,St Joseph's School (Nundah),,Prep Year,Year 6,16 Leslie Street,Nundah,4012,Non-State,Catholic,153.056807,-27.403875
5398,St Joseph's School (Stanthorpe) ,,Prep Year,Year 12,100 High Street,Stanthorpe,4380,Non-State,Catholic,151.938152,-28.652826
5172,St Joseph's School (Tara),,Prep Year,Year 6,3 Fry Street,Tara,4421,Non-State,Catholic,150.460203,-27.275183
5079,St Joseph's Tobruk Memorial School (Beenleigh),,Prep Year,Year 6,53 Kokoda Street,Beenleigh,4207,Non-State,Catholic,153.199676,-27.711676
5136,St Kevin's School (Benowa),,Prep Year,Year 6,312 Benowa Road,Benowa,4217,Non-State,Catholic,153.39074,-28.003781
5081,St Kevin's School (Geebung),,Prep Year,Year 6,249 Newman Road,Geebung,4034,Non-State,Catholic,153.047131,-27.373833
5226,St Kieran's Catholic School (Mount Isa),,Prep Year,Year 6,Short Street,Mount Isa,4825,Non-State,Catholic,139.507213,-20.71559
5082,St Kieran's School (Brighton),,Prep Year,Year 6,15 Greenwood Street,Brighton,4017,Non-State,Catholic,153.055125,-27.293594
5306,St Laurence's College (South Brisbane),,Year 5,Year 12,82 Stephens Road,South Brisbane,4101,Non-State,Catholic,153.024057,-27.485929
103,St Lawrence State School,,Early Childhood,Year 6,Macartney Street,St Lawrence,4707,State,,149.529711,-22.344932
5458,St Luke's Anglican School (Bundaberg),,Prep Year,Year 12,4 Mezger Street,"Kalkie, Bundaberg",4670,Non-State,Independent,152.384943,-24.852674
5601,St Luke's Catholic Parish School (Capalaba),,Prep Year,Year 6,45 Degen Road,Capalaba,4157,Non-State,Catholic,153.196056,-27.549329
5429,St Margaret Mary's College (Hyde Park),,Year 7,Year 12,1-9 Crowle Street,Hyde Park,4812,Non-State,Catholic,146.799503,-19.278002
5450,St Margaret's Anglican Girls School (Ascot),,Prep Year,Year 12,11 Petrie Street,Ascot,4007,Non-State,Independent,153.050054,-27.430795
5176,St Maria Goretti School (Inglewood),,Prep Year,Year 6,Elizabeth Street,Inglewood,4387,Non-State,Catholic,151.08034,-28.413026
5086,St Mark's School (Inala),,Prep Year,Year 6,92 Lilac Street,Inala,4077,Non-State,Catholic,152.968498,-27.59413
5087,St Martin's School (Carina),,Prep Year,Year 6,66 Broadway Street,Carina,4152,Non-State,Catholic,153.089994,-27.491569
596,St Mary MacKillop Primary School (Birkdale),,Prep Year,Year 6,10 Hardy Road,Birkdale,4159,Non-State,Catholic,153.228706,-27.498302
5011,St Mary of the Cross School (Windsor),,Prep Year,Year 6,22 Grafton Street,Windsor,4030,Non-State,Catholic,153.032802,-27.432326
5439,St Mary's Catholic College (Woree),,Year 7,Year 12,53 Anderson Road,Woree,4868,Non-State,Catholic,145.741013,-16.968062
5213,St Mary's Catholic Primary School (Bundaberg),,Prep Year,Year 6,Frank Gilbert Drive,Bundaberg,4670,Non-State,Catholic,152.37012,-24.893236
5215,St Mary's Catholic Primary School (Mackay South),,Prep Year,Year 6,42 Juliet Street,Mackay South,4740,Non-State,Catholic,149.184568,-21.153805
5214,St Mary's Catholic Primary School (North Rockhampton),,Prep Year,Year 6,135 Nobbs Street,North Rockhampton,4701,Non-State,Catholic,150.52788,-23.365294
5255,St Mary's Catholic School (Bowen),,Prep Year,Year 6,39 Poole Street,Bowen,4805,Non-State,Catholic,148.242176,-20.011534
5368,St Mary's College (Ipswich),,Year 7,Year 12,Mary Street,Ipswich,4305,Non-State,Catholic,152.755897,-27.611065
5386,St Mary's College (Maryborough),,Year 7,Year 12,51 Lennox Street,Maryborough,4650,Non-State,Catholic,152.696884,-25.54248
5327,St Mary's College (Toowoomba),,Year 5,Year 12,129 West Street,Toowoomba,4350,Non-State,Catholic,151.94315,-27.56048
5088,St Mary's Primary School (Ipswich),,Prep Year,Year 6,Mary Street,Ipswich,4305,Non-State,Catholic,152.75477,-27.609425
5130,St Mary's Primary School (Maryborough),,Prep Year,Year 6,167 John Street,Maryborough,4650,Non-State,Catholic,152.702299,-25.533903
5179,"St Mary's School (163 Palmerin St, Warwick)",,Prep Year,Year 3,163 Palmerin Street,Warwick,4370,Non-State,Catholic,152.031901,-28.219068
5177,"St Mary's School (26 Brisbane St, Goondiwindi)",,Prep Year,Year 10,Brisbane Street,Goondiwindi,4390,Non-State,Catholic,150.30693,-28.544687
5127,St Mary's School (Beaudesert),,Prep Year,Year 6,1 Bromelton Street,Beaudesert,4285,Non-State,Catholic,152.991304,-27.990578
5182,St Mary's School (Charleville),,Prep Year,Year 6,66 Watson Street,Charleville,4470,Non-State,Catholic,146.243155,-26.403626
5129,St Mary's School (Laidley),,Prep Year,Year 6,John Street,Laidley,4341,Non-State,Catholic,152.391663,-27.634197
5104,St Matthew's School (Cornubia),,Prep Year,Year 6,172-180 Bryants Road,Cornubia,4130,Non-State,Catholic,153.189147,-27.667125
5260,St Michael's Catholic School (Palm Island),,Prep Year,Year 6,Banfield Highway,Palm Island,4816,Non-State,Catholic,146.576924,-18.736684
5574,St Michael's College (Caboolture),,Prep Year,Year 6,1-63 The Abbey Place,Caboolture,4510,Non-State,Independent,153.017409,-27.069479
5378,St Michael's College (Merrimac),,Year 7,Year 12,Jondique Avenue,Merrimac,4226,Non-State,Catholic,153.365062,-28.044338
5281,St Michael's School (Gordonvale),,Prep Year,Year 6,58 Mill Street,Gordonvale,4865,Non-State,Catholic,145.787332,-17.095512
5440,St Monica's College (Cairns),,Year 7,Year 12,177 Abbott Street,Cairns,4870,Non-State,Catholic,145.773269,-16.917451
5181,St Monica's School (Oakey),,Prep Year,Year 6,75 Lorrimer Street,Oakey,4401,Non-State,Catholic,151.719339,-27.440832
5000,St Oliver Plunkett School (Cannon Hill),,Prep Year,Year 6,17 Beauvardia Street,Cannon Hill,4170,Non-State,Catholic,153.0843,-27.469704
5218,St Patrick's Catholic Primary School (Bundaberg),,Prep Year,Year 6,35 Mulgrave Street,Bundaberg West,4670,Non-State,Catholic,152.340134,-24.876837
5216,St Patrick's Catholic Primary School (Emerald),,Prep Year,Year 6,41 Yamala Street,Emerald,4720,Non-State,Catholic,148.162174,-23.52338
5258,St Patrick's Catholic School (Winton),,Prep Year,Year 6,Oondooroo Street,Winton,4735,Non-State,Catholic,143.039995,-22.385119
5389,St Patrick's College (Gympie),,Year 7,Year 12,Church Street,Gympie,4570,Non-State,Catholic,152.667043,-26.192444
5343,St Patrick's College (Mackay),,Year 11,Year 12,Gregory Street,Mackay,4740,Non-State,Catholic,149.184733,-21.139277
5308,St Patrick's College (Shorncliffe),,Year 5,Year 12,60 Park Parade,Shorncliffe,4017,Non-State,Catholic,153.083404,-27.323415
5432,St Patrick's College Townsville (Townsville),,Year 7,Year 12,45 The Strand,Townsville,4810,Non-State,Catholic,146.81726,-19.252247
5132,St Patrick's Primary School (Gympie),,Prep Year,Year 6,18-26 Church Street,Gympie,4570,Non-State,Catholic,152.665662,-26.192355
5185,St Patrick's Primary School (Mitchell),,Prep Year,Year 6,100 Alice Street,Mitchell,4465,Non-State,Catholic,147.973712,-26.484137
5133,St Patrick's Primary School (Nanango),,Prep Year,Year 6,16 Alfred Street,Nanango,4615,Non-State,Catholic,151.996996,-26.672501
5183,St Patrick's School (Allora),,Prep Year,Year 6,35 Arnold Street,Allora,4362,Non-State,Catholic,151.978026,-28.035706
5184,St Patrick's School (St George),,Prep Year,Year 6,36-44 Balonne Street,St George,4487,Non-State,Catholic,148.586575,-28.03534
5435,St Paul's Catholic Primary School (Gracemere),,Prep Year,Year 6,Breakspear Street,Gracemere,4702,Non-State,Catholic,150.464764,-23.449616
5769,St Paul's Lutheran Primary School (Caboolture),,Prep Year,Year 6,55 Smith Road,Caboolture,4510,Non-State,Independent,152.932833,-27.072074
5449,St Paul's School (Bald Hills),,Prep Year,Year 12,34 Strathpine Road,Bald Hills,4036,Non-State,Independent,153.004247,-27.316465
5091,St Paul's School (Woodridge),,Prep Year,Year 6,3 St Paul's Drive,Woodridge,4114,Non-State,Catholic,153.110744,-27.635672
5094,St Peter Chanel Primary School (The Gap),,Prep Year,Year 6,41 Chaprowe Road,The Gap,4061,Non-State,Catholic,152.945814,-27.439088
5370,St Peter Claver College (Riverview),,Year 7,Year 12,10 Old Ipswich Road,Riverview,4303,Non-State,Catholic,152.837982,-27.599377
5095,St Peter's Catholic Primary School (Caboolture),,Prep Year,Year 6,30 Beerburrum Road,Caboolture,4510,Non-State,Catholic,152.951807,-27.080397
5219,St Peter's Catholic Primary School (Rockhampton),,Prep Year,Year 6,170 Upper Dawson Road,Rockhampton,4700,Non-State,Catholic,150.50116,-23.398667
5259,St Peter's Catholic School (Halifax),,Prep Year,Year 6,15-17 Anderssen Street,Halifax,4850,Non-State,Catholic,146.287677,-18.582242
5496,St Peters Lutheran College (Indooroopilly),,Prep Year,Year 12,66 Harts Road,Indooroopilly,4068,Non-State,Independent,152.982858,-27.505962
5738,St Peters Lutheran College Springfield (Springfield Central),,Prep Year,Year 12,42 Wellness Way,Springfield Central,4300,Non-State,Independent,152.907768,-27.689308
5097,St Peter's Primary School (Rochedale),,Prep Year,Year 6,955 Rochedale Road,Rochedale,4123,Non-State,Catholic,153.122305,-27.59303
2224,St Philomena School (Park Ridge),,Prep Year,Year 12,61-71 Koplick Road,Park Ridge,4125,Non-State,Independent,153.084183,-27.720892
5098,St Pius' Primary School (Banyo),,Prep Year,Year 6,Apperley Street,Banyo,4014,Non-State,Catholic,153.080976,-27.3719
5099,St Pius X School (Salisbury),,Prep Year,Year 6,73 Golda Avenue,Salisbury,4107,Non-State,Catholic,153.038066,-27.557603
5372,St Rita's College (Clayfield),,Year 7,Year 12,41 Enderley Road,Clayfield,4011,Non-State,Catholic,153.056166,-27.424923
5594,St Rita's Primary School (Victoria Point),,Prep Year,Year 6,39 Benfer Road,Victoria Point,4165,Non-State,Catholic,153.294387,-27.591787
5283,St Rita's School (Babinda),,Prep Year,Year 6,7-13 Church Street,Babinda,4861,Non-State,Catholic,145.922535,-17.343048
5284,St Rita's School (South Johnstone),,Prep Year,Year 6,8 Green Street,South Johnstone,4859,Non-State,Catholic,145.996388,-17.598873
5402,St Saviour's College (Toowoomba),,Year 7,Year 12,Neil Street,Toowoomba,4350,Non-State,Catholic,151.95355,-27.572123
5186,St Saviour's Primary School (Toowoomba),,Prep Year,Year 6,14 Lawrence Street,Toowoomba,4350,Non-State,Catholic,151.953089,-27.570857
5101,St Sebastian's Primary School (Yeronga),,Prep Year,Year 6,141 Kadumba Street,Yeronga,4104,Non-State,Catholic,153.010461,-27.513987
5143,St Stephen's Catholic College (Mareeba),,Year 7,Year 12,3 McIver Road,Mareeba,4880,Non-State,Catholic,145.419857,-17.01765
2495,St Stephen's School (Algester),,Prep Year,Year 6,156 Ridgewood Road,Algester,4115,Non-State,Catholic,153.028713,-27.618151
5187,St Stephen's School (Pittsworth),,Prep Year,Year 6,Murray Street,Pittsworth,4356,Non-State,Catholic,151.636685,-27.718959
2494,St Teresa's Catholic College (Noosaville),,Year 7,Year 12,Sea Eagle Drive,Noosaville,4566,Non-State,Catholic,153.032362,-26.406468
5434,St Teresa's College (Abergowrie),,Year 7,Year 12,3819 Abergowrie Road,Abergowrie,4850,Non-State,Catholic,145.899577,-18.480304
5286,St Teresa's School (Ravenshoe),,Prep Year,Year 6,6 Moffatt Street,Ravenshoe,4888,Non-State,Catholic,145.487097,-17.611332
5220,St Therese's Catholic Primary School (Monto),,Prep Year,Year 6,Rayleigh Street,Monto,4630,Non-State,Catholic,151.121418,-24.866609
5287,St Therese's School (Bentley Park),,Prep Year,Year 6,135 Robert Road,Bentley Park,4869,Non-State,Catholic,145.731297,-17.006452
5374,St Thomas More College (Sunnybank),,Year 7,Year 12,Cnr Troughton Road and Turton Street,Sunnybank,4109,Non-State,Catholic,153.048958,-27.573752
5428,St Thomas More Primary School (Sunshine Beach),,Prep Year,Year 6,Ben Lexcen Drive,Sunshine Beach,4567,Non-State,Catholic,153.101774,-26.405927
5188,St Thomas More's Primary School (Toowoomba),,Prep Year,Year 6,152 South Street,Toowoomba,4350,Non-State,Catholic,151.962062,-27.580103
5288,St Thomas' School  (Mareeba),,Prep Year,Year 6,63 Constance Street,Mareeba,4880,Non-State,Catholic,145.425463,-16.995296
5103,St Thomas' School (Camp Hill),,Prep Year,Year 6,10 Stephen Street,Camp Hill,4152,Non-State,Catholic,153.071981,-27.487145
5404,St Ursula's College (Toowoomba),,Year 7,Year 12,38 Taylor Street,Toowoomba,4350,Non-State,Catholic,151.941085,-27.555543
5419,St Ursula's College (Yeppoon),,Year 7,Year 12,Queen Street,Yeppoon,4703,Non-State,Catholic,150.743447,-23.130081
5135,St Vincent's Primary School (Surfers Paradise),,Prep Year,Year 6,Fairway Drive,Clear Island Waters,4226,Non-State,Catholic,153.402583,-28.035499
5105,St William's Primary School (Grovely),,Prep Year,Year 6,67 Dawson Parade,Grovely,4054,Non-State,Catholic,152.962332,-27.408018
1016,Stafford Heights State School,,Early Childhood,Year 6,95 Redwood Street,Stafford Heights,4053,State,,153.004077,-27.40193
487,Stafford State School,,Prep Year,Year 6,314 Stafford Road,Stafford,4053,State,,153.017477,-27.410718
5423,Staines Memorial College (Redbank Plains),,Prep Year,Year 12,227 School Road,Redbank Plains,4301,Non-State,Independent,152.851815,-27.668702
2064,Stanthorpe State High School,,Year 7,Year 12,2 McGlew Street,Stanthorpe,4380,State,,151.931775,-28.645691
132,Stanthorpe State School,,Early Childhood,Year 6,Marsh Street,Stanthorpe,4380,State,,151.9343,-28.64986
129,Stanwell State School,,Prep Year,Year 6,10 Teakle Street,Stanwell,4702,State,,150.321598,-23.485269
5197,Star of the Sea Catholic Primary School (Gladstone),,Prep Year,Year 6,181 Goondoon Street,Gladstone,4680,Non-State,Catholic,151.257989,-23.847488
5134,Star of the Sea Catholic School (Torquay),,Prep Year,Year 6,Hughes Road,Torquay,4655,Non-State,Catholic,152.873996,-25.306958
5735,Star of the Sea Primary School (Cleveland),,Prep Year,Year 6,53 Passage Street,Cleveland,4163,Non-State,Catholic,153.279165,-27.528987
5138,Stella Maris School (Maroochydore),,Prep Year,Year 6,McKenzie Drive,Maroochydore,4558,Non-State,Catholic,153.07187,-26.653734
933,Stonehenge State School,,Early Childhood,Year 6,27 Bulford Street,Stonehenge,4730,State,,143.287417,-24.350755
1245,Strathpine State School,,Prep Year,Year 6,Don Court,Strathpine,4500,State,,152.990241,-27.293907
1910,Strathpine West State School,,Prep Year,Year 6,Garbala Drive,Strathpine,4500,State,,152.969929,-27.306039
5554,Stretton State College,,Prep Year,Year 12,226 Illaweena Street,Stretton,4116,State,,153.05374,-27.639592
5096,Sts Peter and Paul's School (Bulimba),,Prep Year,Year 6,33 Alexandra Street,Bulimba,4171,Non-State,Catholic,153.064093,-27.459006
5362,Stuartholme School (Toowong),,Year 7,Year 12,365 Birdwood Terrace,Toowong,4066,Non-State,Catholic,152.974409,-27.470139
622,Sunbury State School,,Prep Year,Year 6,545 Alice Street,Maryborough,4650,State,,152.6778,-25.525157
5864,Suncoast Christian College (Woombye),,Prep Year,Year 12,Cnr Schubert and Kiel Mountain Roads,Woombye,4559,Non-State,Independent,152.977708,-26.665898
1889,Sunnybank Hills State School,,Prep Year,Year 6,77 Symons Road,Sunnybank Hills,4109,State,,153.05624,-27.5952
3078,Sunnybank Special School,,Early Childhood,Year 12,79 Troughton Road,Sunnybank,4109,State,,153.048337,-27.572143
2080,Sunnybank State High School,,Year 7,Year 12,Boorman Street,Sunnybank,4109,State,,153.059783,-27.576218
62,Sunnybank State School,,Prep Year,Year 6,50 Eddington Street,Sunnybank,4109,State,,153.051486,-27.57569
965,Sunset State School,,Prep Year,Year 6,Abel Smith Parade,Sunset,4825,State,,139.510351,-20.708933
2108,Sunshine Beach State High School,,Year 7,Year 12,45 Ben Lexcen Drive,Sunshine Beach,4567,State,,153.100705,-26.410406
1917,Sunshine Beach State School,,Prep Year,Year 6,105 Ben Lexcen Drive,Sunshine Beach,4567,State,,153.102324,-26.402724
599,Sunshine Coast Grammar School (Forest Glen),,Prep Year,Year 12,372 Mons Road,Forest Glen,4556,Non-State,Independent,153.004342,-26.686147
142,Surat State School,,Prep Year,Year 10,55 Robert Street,Surat,4417,State,,149.067062,-27.154329
1295,Surfers Paradise State School,,Prep Year,Year 6,42 St Andrews Avenue,Surfers Paradise,4217,State,,153.420755,-28.011937
1595,Swayneville State School,,Prep Year,Year 6,952 Sarina Marlborough Road,Sarina,4737,State,,149.144055,-21.472625
1096,Taabinga State School,,Prep Year,Year 6,Rae Street,Kingaroy,4610,State,,151.83818,-26.556389
5726,Tagai State College,,Early Childhood,Year 12,31 Hargrave Street,Thursday Island,4875,State,,142.221208,-10.581798
1112,Taigum State School,,Early Childhood,Year 6,266 Handford Road,Taigum,4018,State,,153.040202,-27.347859
462,Talara Primary College,,Early Childhood,Year 6,Talara Street,Currimundi,4551,State,,153.117912,-26.772477
201,Tallebudgera State School,,Prep Year,Year 6,492 Guineas Creek Road,Tallebudgera,4228,State,,153.429814,-28.13996
1615,Talwood State School,,Prep Year,Year 6,17 Recreation Street,North Talwood,4496,State,,149.470396,-28.486682
150,Tambo State School,,Early Childhood,Year 10,20 Mitchell Street,Tambo,4478,State,,146.253757,-24.884526
9,Tamborine Mountain College (North Tamborine),,Prep Year,Year 12,80 Beacon Road,North Tamborine,4272,Non-State,Independent,153.17631,-27.92728
2265,Tamborine Mountain State High School,,Year 7,Year 12,Holt Road,Tamborine Mountain,4272,State,,153.190096,-27.932894
913,Tamborine Mountain State School,,Prep Year,Year 6,Curtis Road,Tamborine Mountain,4272,State,,153.200288,-27.9308
1252,Tamrookum State School,,Prep Year,Year 6,9019 Mount Lindesay Highway,Tamrookum,4285,State,,152.915572,-28.106476
1446,Tanduringie State School,,Prep Year,Year 6,32 Tanduringie School Road,Pimpimbudgee,4615,State,,151.795413,-26.891655
231,Tannum Sands State High School,,Year 7,Year 12,65 Coronation Drive,Tannum Sands,4680,State,,151.364315,-23.959627
1921,Tannum Sands State School,,Prep Year,Year 6,Waratah Crescent,Tannum Sands,4680,State,,151.364842,-23.950985
1357,Tara Shire State College,,Early Childhood,Year 12,22 Binnie Street,Tara,4421,State,,150.458899,-27.279912
271,Tarampa State School,,Prep Year,Year 6,18 Manthey Road,Tarampa,4311,State,,152.546182,-27.487128
1992,Taranganba State School,,Prep Year,Year 6,Taranganba Road,Taranganba,4703,State,,150.754215,-23.154601
105,Taroom State School,,Prep Year,Year 10,Wolsey Street,Taroom,4420,State,,149.800578,-25.638957
5687,Tec-NQ (Douglas),,Year 10,Year 12,54 Discovery Drive,Douglas,4814,Non-State,Independent,146.764229,-19.3221
494,Teelba State School,,Early Childhood,Year 6,Teelba Road,Teelba,4423,State,,149.393939,-27.534503
106,Tent Hill Lower State School,,Prep Year,Year 6,90 Lower Tenthill Road,Lower Tenthill,4343,State,,152.236121,-27.591555
181,Tewantin State School,,Prep Year,Year 6,Werin Street,Tewantin,4565,State,,153.032573,-26.39013
437,Texas P-10 State School,,Early Childhood,Year 10,1 Flemming Street,Texas,4385,State,,151.174251,-28.85063
1573,Thabeban State School,,Prep Year,Year 6,270 Goodwood Road,Thabeban,4670,State,,152.363668,-24.898385
1278,Thallon State School,,Prep Year,Year 6,15 Henry Street,Thallon,4497,State,,148.867758,-28.633675
1840,Thangool State School,,Prep Year,Year 6,2 Aerodrome Road,Thangool,4716,State,,150.571643,-24.491007
409,Thargomindah State School,,Early Childhood,Year 6,Dowling Street,Thargomindah,4492,State,,143.826773,-27.995287
5436,The Cathedral College (Rockhampton),,Year 7,Year 12,189 William Street,Rockhampton,4700,Non-State,Catholic,150.505125,-23.386163
5454,The Cathedral School of St Anne and St James (Mundingburra),,Prep Year,Year 12,154 Ross River Road,Mundingburra,4812,Non-State,Independent,146.779066,-19.295826
1018,The Caves State School,,Prep Year,Year 6,1 Barmoya Road,The Caves,4702,State,,150.45932,-23.176744
1665,The Centre Education Programme (Kingston),,Year 7,Year 12,108 Mudgee Street,Kingston,4114,Non-State,Catholic,153.110377,-27.667991
2053,The Gap State High School,,Year 7,Year 12,1020 Waterworks Road,The Gap,4061,State,,152.950484,-27.445012
1302,The Gap State School,,Prep Year,Year 6,Cnr Waterworks & Settlement Roads,The Gap,4061,State,,152.944677,-27.443189
5859,The Glenleighden School (Fig Tree Pocket),,Prep Year,Year 11,33 Cubberla Street,Fig Tree Pocket,4069,Non-State,Independent,152.963434,-27.527407
5461,The Glennie School (Toowoomba),,Prep Year,Year 12,246A - 248 Herries Street,Toowoomba,4350,Non-State,Independent,151.936154,-27.562359
1360,The Gums State School,,Prep Year,Year 6,12051 Coomrith Road,The Gums,4406,State,,150.199453,-27.341443
1195,The Hall State School,,Prep Year,Year 6,Murray Street,Wandal,4700,State,,150.496767,-23.37332
5468,The Kooralbyn International School (Kooralbyn),,Prep Year,Year 12,Ogilvie Place,Kooralbyn,4285,Non-State,Independent,152.844702,-28.093977
5403,The Lakes College (North Lakes),,Prep Year,Year 12,2 College Street,North Lakes,4509,Non-State,Independent,153.022616,-27.232827
A662,The Rainforest School (Maria Creeks),,Prep Year,Year 4,18 South Maria Creek Close,Maria Creeks,4855,Non-State,Independent,146.05326,-17.82807
