district,category,subcategory,year,records
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,5
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,5
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2018 Q1,3
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2011 Q3,66
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2011 Q4,72
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q1,92
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q2,62
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q3,90
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q4,94
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q1,86
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q2,75
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,44
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,24
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,32
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,32
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,47
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,27
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,21
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,38
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,28
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,38
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,39
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,26
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,34
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,28
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,42
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,30
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,36
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,34
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,28
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,29
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,45
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,36
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,26
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,36
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,26
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,29
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,30
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,22
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,36
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,35
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,37
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,26
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,32
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,44
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,27
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,23
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,30
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,32
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,42
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q4,27
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q4,40
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q4,37
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q1,44
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q1,25
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q1,27
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q2,43
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q2,32
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q2,39
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q3,16
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q3,33
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q3,29
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q4,31
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q4,27
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2017 Q4,35
Northern Territory Crime Statistics,Sexual assault and related offences,Sexual assault,2018 Q1,19
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2011 Q3,12
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2011 Q4,9
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2012 Q1,17
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2012 Q2,11
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2012 Q3,15
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2012 Q4,11
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q1,14
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q2,11
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q3,7
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q3,3
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q3,5
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q4,0
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q4,8
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2013 Q4,2
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q1,4
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q1,9
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q1,8
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q2,8
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q2,6
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q2,2
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q3,5
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q3,2
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q3,3
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q4,7
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q4,3
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2014 Q4,4
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2015 Q1,2
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2015 Q1,5
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2015 Q1,8
Northern Territory Crime Statistics,Sexual assault and related offences,Non-assaultive sexual offences,2015 Q2,4
