Postcode,Suburb,City,State,Statecode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House,id
5067,Norwood South,Adelaide,South Australia,SA,,,,,,,,,301
5067,Rose Park,Adelaide,South Australia,SA,312.5,290.0,880.0,,,,600.0,850.0,302
5074,Newton,Adelaide,South Australia,SA,,307.5,280.0,,180.0,310.0,370.0,440.0,303
5168,Noarlunga Centre,Adelaide,South Australia,SA,149.5,102.9,,,,148.25,300.0,,304
5168,Noarlunga Downs,Adelaide,South Australia,SA,,,,,,,320.0,410.0,305
5068,St Morris,Adelaide,South Australia,SA,230.0,250.0,375.0,,250.0,300.0,355.0,,306
5068,Trinity Gardens,Adelaide,South Australia,SA,,295.0,,,,375.0,430.0,,307
5085,Northfield,Adelaide,South Australia,SA,,290.0,232.7,,,285.0,347.0,420.0,308
5085,Northgate,Adelaide,South Australia,SA,,,380.0,,,365.0,400.0,510.0,309
5069,St Peters,Adelaide,South Australia,SA,260.0,277.5,320.0,,195.0,,520.0,727.5,310
5069,Stepney,Adelaide,South Australia,SA,150.0,307.5,,,,355.0,460.0,,311
5086,Oakden,Adelaide,South Australia,SA,,,,,160.0,,370.0,480.0,312
5168,Old Noarlunga,Adelaide,South Australia,SA,,,,,,172.05,290.0,,313
5161,Old Reynella,Adelaide,South Australia,SA,,262.5,,,,,355.0,365.0,314
5070,Glynde Plaza,Adelaide,South Australia,SA,,,,,,,,,315
5114,One Tree Hill,Adelaide,South Australia,SA,,,,,,350.0,300.0,,316
5163,Onkaparinga Hills,Adelaide,South Australia,SA,,,,,,,355.0,420.0,317
5070,Payneham,Adelaide,South Australia,SA,195.0,272.5,372.5,,,335.0,405.0,430.0,318
5070,Payneham South,Adelaide,South Australia,SA,,302.5,500.0,,,,530.0,530.0,319
5082,Ovingham,Adelaide,South Australia,SA,205.0,280.0,242.0,,,420.0,360.0,605.0,320
5070,Royston Park,Adelaide,South Australia,SA,,380.0,575.0,280.0,,300.0,330.0,1000.0,321
5096,Para Hills,Adelaide,South Australia,SA,180.0,236.0,280.0,,,300.0,320.0,300.0,322
5096,Para Hills West,Adelaide,South Australia,SA,,255.0,292.5,,,265.0,325.0,,323
5093,Para Vista,Adelaide,South Australia,SA,,285.0,,,,250.0,315.0,,324
5072,Magill North,Adelaide,South Australia,SA,,,,,,,,,325
5075,Paradise,Adelaide,South Australia,SA,235.0,265.0,325.0,,230.0,380.0,380.0,360.0,326
5072,Magill South,Adelaide,South Australia,SA,,,,,,,,,327
5107,Parafield Gardens,Adelaide,South Australia,SA,,242.5,,,55.6,253.45,310.0,382.5,328
5072,Rosslyn Park,Adelaide,South Australia,SA,,,,,250.0,,490.0,810.0,329
5108,Paralowie,Adelaide,South Australia,SA,,250.0,265.0,,260.0,246.5,315.0,380.0,330
5072,Skye,Adelaide,South Australia,SA,,,,,,,450.0,,331
5072,Teringie,Adelaide,South Australia,SA,,,,,,,,,332
5072,Woodforde,Adelaide,South Australia,SA,,,,,,,500.0,,333
5073,Rostrevor,Adelaide,South Australia,SA,,297.5,,,,322.5,405.0,495.0,334
5073,Tranmere,Adelaide,South Australia,SA,,307.5,480.0,,,,437.5,920.0,335
5121,Penfield,Adelaide,South Australia,SA,,250.0,,,,,330.0,320.0,336
5073,Tranmere North,Adelaide,South Australia,SA,,,,,,,,,337
5095,Pooraka,Adelaide,South Australia,SA,,270.0,275.0,,,305.0,325.0,400.0,338
5076,Castambul,Adelaide,South Australia,SA,,,,,,,,,339
5167,Port Noarlunga,Adelaide,South Australia,SA,,255.0,367.5,,185.0,270.0,330.0,400.0,340
5167,Port Noarlunga South,Adelaide,South Australia,SA,,,,,,310.0,342.5,425.0,341
5173,Port Willunga,Adelaide,South Australia,SA,,270.0,,,,250.0,320.0,360.0,342
5082,Prospect,Adelaide,South Australia,SA,230.0,300.0,440.0,,170.0,350.0,400.0,507.5,343
5081,Vale Park,Adelaide,South Australia,SA,,275.0,450.0,,,,365.0,610.0,344
5097,Redwood Park,Adelaide,South Australia,SA,,230.0,,,,,340.0,480.0,345
5081,Walkerville,Adelaide,South Australia,SA,400.0,407.5,700.0,875.0,,550.0,497.5,750.0,346
5161,Reynella,Adelaide,South Australia,SA,,260.0,305.0,390.0,,,335.0,425.0,347
5161,Reynella East,Adelaide,South Australia,SA,,,,,,,330.0,330.0,348
5082,Prospect East,Adelaide,South Australia,SA,,,,,,,,,349
5097,Ridgehaven,Adelaide,South Australia,SA,,280.0,,,260.0,200.65,340.0,360.0,350
5082,Prospect West,Adelaide,South Australia,SA,,,,,,,,,351
5082,Thorngate,Adelaide,South Australia,SA,,,,,,,350.0,,352
5083,Sefton Park,Adelaide,South Australia,SA,,290.0,,,,,385.0,,353
5084,Blair Athol West,Adelaide,South Australia,SA,,,,,,,,,354
5108,Salisbury,Adelaide,South Australia,SA,165.65,230.0,315.0,,165.0,270.0,285.0,340.0,355
5084,Kilburn North,Adelaide,South Australia,SA,,,,,,,,,356
5108,Salisbury Downs,Adelaide,South Australia,SA,,220.0,320.0,,,285.0,300.0,400.0,357
5109,Salisbury East,Adelaide,South Australia,SA,220.0,235.0,320.0,,182.5,,317.5,395.0,358
5109,Salisbury Heights,Adelaide,South Australia,SA,,295.0,265.0,,,,330.0,382.5,359
5085,Enfield Plaza,Adelaide,South Australia,SA,,,,,,,,,360
5108,Salisbury North,Adelaide,South Australia,SA,,285.0,276.26,,,203.25,295.0,340.0,361
5109,Salisbury Park,Adelaide,South Australia,SA,,,,,,300.0,314.5,,362
5109,Salisbury Plain,Adelaide,South Australia,SA,,280.0,320.0,,,,380.0,,363
5169,Seaford,Adelaide,South Australia,SA,,300.0,320.0,,,280.0,325.0,400.0,364
5169,Seaford Heights,Adelaide,South Australia,SA,,,,,,,350.0,,365
5169,Seaford Meadows,Adelaide,South Australia,SA,,315.0,335.0,,,,355.0,392.5,366
5087,Windsor Gardens,Adelaide,South Australia,SA,,255.0,,,,320.0,335.0,430.0,367
5169,Seaford Rise,Adelaide,South Australia,SA,,,297.5,,,,322.5,385.0,368
5091,Tea Tree Gully,Adelaide,South Australia,SA,210.0,252.5,345.0,,,320.0,375.0,380.0,369
5174,Sellicks Beach,Adelaide,South Australia,SA,,220.0,,,,320.0,322.5,355.0,370
5091,Vista,Adelaide,South Australia,SA,,,,,,,335.0,,371
5158,Sheidow Park,Adelaide,South Australia,SA,,,325.0,,,290.0,360.0,475.0,372
5093,Valley View,Adelaide,South Australia,SA,180.0,255.0,,,,300.0,350.0,385.0,373
5114,Smithfield,Adelaide,South Australia,SA,92.5,197.5,230.0,,,250.0,270.0,350.0,374
5094,Cavan,Adelaide,South Australia,SA,,,,,,,,,375
5114,Smithfield Plains,Adelaide,South Australia,SA,151.0,,260.0,,,,275.0,385.0,376
5097,St Agnes,Adelaide,South Australia,SA,,285.0,350.0,400.0,,,332.5,420.0,377
5095,The Levels,Adelaide,South Australia,SA,,,,,,,,,378
5110,St Kilda,Adelaide,South Australia,SA,,225.0,,,,,,,379
5098,Walkley Heights,Adelaide,South Australia,SA,,,,,,,390.0,430.0,380
5106,Parafield,Adelaide,South Australia,SA,,,,,,,,,381
5126,Surrey Downs,Adelaide,South Australia,SA,,265.0,320.0,,,,337.5,,382
5106,Parafield Airport,Adelaide,South Australia,SA,,,,,,,,,383
5106,Salisbury South,Adelaide,South Australia,SA,,,,,,,,,384
5107,Green Fields,Adelaide,South Australia,SA,,,,,,,,,385
5108,Salisbury North Whites Road,Adelaide,South Australia,SA,,,,,,,,,386
5158,Trott Park,Adelaide,South Australia,SA,,,,,,,350.0,,387
5109,Salisbury East Northbri Ave,Adelaide,South Australia,SA,,,,,,,,,388
5114,Uleybury,Adelaide,South Australia,SA,,,,,,,,470.0,389
5110,Bolivar,Adelaide,South Australia,SA,,,,,,,,,390
5131,Upper Hermitage,Adelaide,South Australia,SA,,,,,,,300.0,,391
5110,Waterloo Corner,Adelaide,South Australia,SA,,,,,,,450.0,,392
5120,Virginia,Adelaide,South Australia,SA,,,,,190.38,285.0,251.0,495.0,393
5111,Edinburgh,Adelaide,South Australia,SA,,,,,,,,,394
5113,Davoren Park North,Adelaide,South Australia,SA,,,,,,,,,395
5113,Davoren Park South,Adelaide,South Australia,SA,,,,,,,,,396
5113,Elizabeth West,Adelaide,South Australia,SA,,,,,,,,,397
5172,Willunga,Adelaide,South Australia,SA,,,,,,,347.5,445.0,398
5114,Gould Creek,Adelaide,South Australia,SA,,,,,,,,,399
5114,Humbug Scrub,Adelaide,South Australia,SA,,,,,,,,,400
5162,Woodcroft,Adelaide,South Australia,SA,,,,,,,350.0,390.0,401
5114,Sampson Flat,Adelaide,South Australia,SA,,,,,,,,,402
5114,Yattalunga,Adelaide,South Australia,SA,,,,,,,,,403
5115,Kudla,Adelaide,South Australia,SA,,,,,,,321.0,,404
5127,Wynn Vale,Adelaide,South Australia,SA,,262.5,330.0,,,340.0,365.0,450.0,405
5126,Yatala Vale,Adelaide,South Australia,SA,,,,,,,340.0,,406
5154,Aldgate,Adelaide,South Australia,SA,200.0,,,,,320.0,500.0,500.0,407
5116,Evanston,Adelaide,South Australia,SA,,230.0,275.0,,,232.635,300.0,380.0,408
5116,Evanston Gardens,Adelaide,South Australia,SA,,,,,,,300.0,325.0,409
5221,American River,Adelaide,South Australia,SA,,,,,,185.0,,,410
5116,Evanston Park,Adelaide,South Australia,SA,,,255.87,,,,320.0,410.0,411
5116,Evanston South,Adelaide,South Australia,SA,,,,,,,320.0,425.0,412
5116,Hillier,Adelaide,South Australia,SA,,,,,,,,,413
5238,Angas Valley,Adelaide,South Australia,SA,,,,,,,,220.0,414
5118,Bibaringa,Adelaide,South Australia,SA,,,,,,,,,415
5118,Buchfelde,Adelaide,South Australia,SA,,,,,,,,480.0,416
5118,Concordia,Adelaide,South Australia,SA,,,,,,,,,417
5118,Gawler,Adelaide,South Australia,SA,200.0,242.5,255.0,,180.0,240.0,315.0,265.0,418
5118,Gawler Belt,Adelaide,South Australia,SA,,,,,,,,400.0,419
5157,Ashbourne,Adelaide,South Australia,SA,,,,,,,,500.0,420
5118,Gawler East,Adelaide,South Australia,SA,250.0,230.0,245.0,,,,330.0,395.0,421
5118,Gawler River,Adelaide,South Australia,SA,,,,,,,,,422
5253,Avoca Dell,Adelaide,South Australia,SA,160.0,210.0,,295.0,,190.0,240.0,312.5,423
5118,Gawler South,Adelaide,South Australia,SA,,260.0,310.0,,,282.5,302.5,,424
5211,Back Valley,Adelaide,South Australia,SA,,,,,,245.0,,,425
5118,Gawler West,Adelaide,South Australia,SA,,230.0,260.0,,,,257.5,,426
5118,Hewett,Adelaide,South Australia,SA,,,,,,,365.0,435.0,427
5242,Balhannah,Adelaide,South Australia,SA,,,,,,,340.0,422.5,428
5118,Kalbeeba,Adelaide,South Australia,SA,,,,,,,,,429
5118,Kangaroo Flat,Adelaide,South Australia,SA,,,,,,,,,430
5138,Basket Range,Adelaide,South Australia,SA,,,,,,,445.0,,431
5118,Kingsford,Adelaide,South Australia,SA,,,,,,,,,432
5222,Baudin Beach,Adelaide,South Australia,SA,,,,,,,,250.0,433
5118,Reid,Adelaide,South Australia,SA,,,,,,,,395.0,434
5223,Bay Of Shoals,Adelaide,South Australia,SA,,,,,,,,280.0,435
5118,Ward Belt,Adelaide,South Australia,SA,,,,,,,280.0,,436
5118,Willaston,Adelaide,South Australia,SA,,252.5,302.5,,,,290.0,330.0,437
5120,Buckland Park,Adelaide,South Australia,SA,,,,,,,,,438
5234,Birdwood,Adelaide,South Australia,SA,,,280.0,,,,335.0,,439
5201,Blackfellows Creek,Adelaide,South Australia,SA,,,,,,,250.0,,440
5250,Blakiston,Adelaide,South Australia,SA,,,,,,,350.0,,441
5121,Penfield Gardens,Adelaide,South Australia,SA,,,,,,,,,442
5125,Golden Grove Village,Adelaide,South Australia,SA,,,,,,,,,443
5155,Bridgewater,Adelaide,South Australia,SA,,,,,,,470.0,545.0,444
5131,Houghton,Adelaide,South Australia,SA,,,,,,,,,445
5131,Lower Hermitage,Adelaide,South Australia,SA,,,,,,,,,446
5252,Brukunga,Adelaide,South Australia,SA,,,,,,,270.0,,447
5132,Paracombe,Adelaide,South Australia,SA,,,,,,365.0,,,448
5133,Inglewood,Adelaide,South Australia,SA,,,,,,,,,449
5134,Cherryville,Adelaide,South Australia,SA,,,,,,,,,450
5134,Montacute,Adelaide,South Australia,SA,,,,,,,,,451
5136,Norton Summit,Adelaide,South Australia,SA,,,,,,,,,452
5137,Ashton,Adelaide,South Australia,SA,,,,,,,,,453
5204,Cape Jervis,Adelaide,South Australia,SA,,,,,,,285.0,300.0,454
5137,Marble Hill,Adelaide,South Australia,SA,,,,,,295.0,,,455
5144,Carey Gully,Adelaide,South Australia,SA,,,,,,,,475.0,456
5204,Carrickalinga,Adelaide,South Australia,SA,,250.0,,,,267.5,,355.0,457
5139,Forest Range,Adelaide,South Australia,SA,,,,,,,,,458
5140,Greenhill,Adelaide,South Australia,SA,,,,,,,,,459
5141,Horsnell Gully,Adelaide,South Australia,SA,,,,,,,,,460
5244,Charleston,Adelaide,South Australia,SA,,,,,,340.0,300.0,,461
5141,Summertown,Adelaide,South Australia,SA,,,,,,,,,462
5142,Uraidla,Adelaide,South Australia,SA,,,,,,,,,463
5150,Eagle On The Hill,Adelaide,South Australia,SA,,,,,,,,,464
5152,Cleland,Adelaide,South Australia,SA,,,,,,,,,465
5152,Crafers,Adelaide,South Australia,SA,,,,,,,447.5,600.0,466
5152,Crafers West,Adelaide,South Australia,SA,,,,,,,500.0,,467
5152,Mount Lofty,Adelaide,South Australia,SA,,,,,,,,,468
5152,Stirling,Adelaide,South Australia,SA,,,,,,440.0,500.0,600.0,469
5153,Biggs Flat,Adelaide,South Australia,SA,,,,,,,,,470
5153,Bradbury,Adelaide,South Australia,SA,,,,,,,,,471
5153,Chapel Hill,Adelaide,South Australia,SA,,,,,,,,,472
5153,Echunga,Adelaide,South Australia,SA,,,,410.0,,,410.0,,473
5153,Flaxley,Adelaide,South Australia,SA,,,,,,,,,474
5153,Green Hills Range,Adelaide,South Australia,SA,,,,,,,,,475
5214,Currency Creek,Adelaide,South Australia,SA,,,,395.0,,,,,476
5153,Heathfield,Adelaide,South Australia,SA,,,,,,,370.0,535.0,477
5153,Ironbank,Adelaide,South Australia,SA,,,,,,,,,478
5252,Dawesley,Adelaide,South Australia,SA,,,,,,,,490.0,479
5153,Longwood,Adelaide,South Australia,SA,,,,,,,,550.0,480
5153,Macclesfield,Adelaide,South Australia,SA,,,,,175.0,330.0,325.0,410.0,481
5153,Mylor,Adelaide,South Australia,SA,,,,,,360.0,,750.0,482
5153,Scott Creek,Adelaide,South Australia,SA,,,,,,,,,483
5211,Encounter Bay,Adelaide,South Australia,SA,,240.0,270.0,,195.0,,302.5,335.0,484
5155,Mount George,Adelaide,South Australia,SA,,,,,,,,,485
5156,Upper Sturt,Adelaide,South Australia,SA,,,,,,,,,486
5157,Bull Creek,Adelaide,South Australia,SA,,,,,,,,,487
5157,Cherry Gardens,Adelaide,South Australia,SA,,,,,,,,,488
5157,Coromandel East,Adelaide,South Australia,SA,,,,,,,,,489
5233,Forreston,Adelaide,South Australia,SA,,,,,,,440.0,,490
5157,Dorset Vale,Adelaide,South Australia,SA,,,,,,,,,491
5157,Mcharg Creek,Adelaide,South Australia,SA,,,,,,,,,492
5158,O'Halloran Hill,Adelaide,South Australia,SA,,,,,,,,,493
5159,Chandlers Hill,Adelaide,South Australia,SA,,,,,,,,,494
5160,Lonsdale,Adelaide,South Australia,SA,,,,,,,,,495
5160,Port Stanvac,Adelaide,South Australia,SA,,,,,,,,,496
5214,Goolwa,Adelaide,South Australia,SA,200.0,225.0,,,225.0,,265.0,350.0,497
5214,Goolwa Beach,Adelaide,South Australia,SA,,225.0,,,,287.5,250.0,,498
5214,Goolwa North,Adelaide,South Australia,SA,,,,,,265.0,171.2,400.0,499
5214,Goolwa South,Adelaide,South Australia,SA,,265.0,,,,240.0,265.0,375.0,500
5233,Gumeracha,Adelaide,South Australia,SA,,,,,,365.0,300.0,,501
5245,Hahndorf,Adelaide,South Australia,SA,,297.5,,,,,410.0,510.0,502
5244,Harrogate,Adelaide,South Australia,SA,,,,,,,,700.0,503
5211,Hayborough,Adelaide,South Australia,SA,,210.0,292.5,,,220.0,260.0,350.0,504
5165,Christies Beach North,Adelaide,South Australia,SA,,,,,,,,,505
5166,O'Sullivan Beach,Adelaide,South Australia,SA,,,,,,,,,506
5214,Hindmarsh Island,Adelaide,South Australia,SA,,,,,,,340.0,345.0,507
5211,Hindmarsh Valley,Adelaide,South Australia,SA,,,,,,,300.0,400.0,508
5211,Inman Valley,Adelaide,South Australia,SA,,,,,,,300.0,,509
5252,Kanmantoo,Adelaide,South Australia,SA,,,,,,,300.0,,510
5171,Pedler Creek,Adelaide,South Australia,SA,,,,,,,,,511
5171,Tatachilla,Adelaide,South Australia,SA,,,,,,,,,512
5172,Dingabledinga,Adelaide,South Australia,SA,,,,,,,,,513
5172,Hope Forest,Adelaide,South Australia,SA,,,,,,,,,514
5231,Kersbrook,Adelaide,South Australia,SA,,,,,,,,317.5,515
5172,Kuitpo,Adelaide,South Australia,SA,,,,,,,,,516
5172,Kuitpo Colony,Adelaide,South Australia,SA,,,,,,,,,517
5172,Kyeema,Adelaide,South Australia,SA,,,,,,,,,518
5223,Kingscote,Adelaide,South Australia,SA,142.5,180.0,,,160.0,230.0,250.0,300.0,519
5172,Montarra,Adelaide,South Australia,SA,,,,,,,,,520
5172,Pages Flat,Adelaide,South Australia,SA,,,,,,,,,521
5172,The Range,Adelaide,South Australia,SA,,,,,,,,,522
5172,Whites Valley,Adelaide,South Australia,SA,,,,,,,,,523
5172,Willunga Hill,Adelaide,South Australia,SA,,,,,,,,,524
5172,Willunga South,Adelaide,South Australia,SA,,,,,,,,,525
5172,Yundi,Adelaide,South Australia,SA,,,,,,,,,526
5240,Lenswood,Adelaide,South Australia,SA,,,,,,,325.0,,527
5173,Silver Sands,Adelaide,South Australia,SA,,,,,,,,,528
5250,Littlehampton,Adelaide,South Australia,SA,,280.0,317.5,440.0,340.0,,440.0,465.0,529
5174,Sellicks Hill,Adelaide,South Australia,SA,,,,,,,,,530
5241,Lobethal,Adelaide,South Australia,SA,,,320.0,,180.0,310.0,350.0,,531
5201,Meadows,Adelaide,South Australia,SA,,,,,,,340.0,,532
5201,Paris Creek,Adelaide,South Australia,SA,,,,,,,340.0,,533
5201,Prospect Hill,Adelaide,South Australia,SA,,,,,,,,,534
5202,Hindmarsh Tiers,Adelaide,South Australia,SA,,,,,,,,,535
5202,Myponga,Adelaide,South Australia,SA,,,,,,,,,536
5202,Myponga Beach,Adelaide,South Australia,SA,,,,,,,,,537
5203,Bald Hills,Adelaide,South Australia,SA,,,,,,,,,538
5203,Parawa,Adelaide,South Australia,SA,,,,,,,,330.0,539
5203,Torrens Vale,Adelaide,South Australia,SA,,,,,,,,,540
5203,Tunkalilla,Adelaide,South Australia,SA,,,,,,,,,541
5238,Mannum,Adelaide,South Australia,SA,106.0,170.0,,,262.5,140.0,210.0,,542
5203,Wattle Flat,Adelaide,South Australia,SA,,,,,,,,,543
5203,Yankalilla,Adelaide,South Australia,SA,,,,,,240.0,285.0,,544
5211,Mccracken,Adelaide,South Australia,SA,180.0,,,,,235.0,267.5,370.0,545
5204,Deep Creek,Adelaide,South Australia,SA,,,,,,,,,546
5204,Delamere,Adelaide,South Australia,SA,,,,,,,,,547
5204,Hay Flat,Adelaide,South Australia,SA,,,,,,,,,548
5204,Normanville,Adelaide,South Australia,SA,,240.0,275.0,,,,285.0,320.0,549
5213,Middleton,Adelaide,South Australia,SA,,,,,,250.0,265.0,340.0,550
5204,Rapid Bay,Adelaide,South Australia,SA,,,,,,,,,551
5204,Second Valley,Adelaide,South Australia,SA,,,,,,,275.0,,552
5204,Silverton,Adelaide,South Australia,SA,,,,,,,,,553
5204,Wirrina Cove,Adelaide,South Australia,SA,155.0,165.0,190.0,,,,,330.0,554
5210,Mount Compass,Adelaide,South Australia,SA,,,,,,270.0,237.0,350.0,555
5210,Mount Magnificent,Adelaide,South Australia,SA,,,,,,,,,556
5210,Nangkita,Adelaide,South Australia,SA,,,,,,,,,557
5211,Lower Inman Valley,Adelaide,South Australia,SA,,,,,,,,,558
5211,Mount Jagged,Adelaide,South Australia,SA,,,,,,,,,559
5211,Victor Harbor,Adelaide,South Australia,SA,172.0,220.0,410.0,,220.0,275.0,260.0,357.5,560
5251,Mount Barker,Adelaide,South Australia,SA,,275.0,320.0,,302.5,300.0,360.0,420.0,561
5211,Waitpinga,Adelaide,South Australia,SA,,,,,,,,,562
5251,Mount Barker Junction,Adelaide,South Australia,SA,,245.0,308.8,,,,320.0,401.0,563
5211,Willow Creek,Adelaide,South Australia,SA,,,,,,,,,564
5211,Yilki,Adelaide,South Australia,SA,,,,,,,,,565
5212,Port Elliot,Adelaide,South Australia,SA,,220.0,150.0,,,,271.0,307.5,566
5235,Mount Pleasant,Adelaide,South Australia,SA,,190.0,,,,,320.0,,567
5244,Mount Torrens,Adelaide,South Australia,SA,,,,,,,310.0,490.0,568
5214,Mosquito Hill,Adelaide,South Australia,SA,,,,,,,,,569
5214,Mundoo Island,Adelaide,South Australia,SA,,,,,,,,,570
5221,Ballast Head,Adelaide,South Australia,SA,,,,,,,,,571
5221,Muston,Adelaide,South Australia,SA,,,,,,,,,572
5252,Nairne,Adelaide,South Australia,SA,,297.5,337.5,370.0,240.0,260.0,330.0,380.0,573
5222,American Beach,Adelaide,South Australia,SA,,,,,,,,,574
5222,Antechamber Bay,Adelaide,South Australia,SA,,,,,,,,,575
5222,Browns Beach,Adelaide,South Australia,SA,,,,,,,,,576
5223,Nepean Bay,Adelaide,South Australia,SA,,,,,,210.0,230.0,,577
5222,Cuttlefish Bay,Adelaide,South Australia,SA,,,,,,,,,578
5222,Dudley East,Adelaide,South Australia,SA,,,,,,,,,579
5222,Dudley West,Adelaide,South Australia,SA,,,,,,,,,580
5222,Hungerford,Adelaide,South Australia,SA,,,,,,,,,581
5222,Ironstone,Adelaide,South Australia,SA,,,,,,,,,582
5222,Island Beach,Adelaide,South Australia,SA,,,,,,,,,583
5222,Kangaroo Head,Adelaide,South Australia,SA,,,,,,,,,584
5243,Oakbank,Adelaide,South Australia,SA,,295.0,,,,,,410.0,585
5222,Pelican Lagoon,Adelaide,South Australia,SA,,,,,,,,,586
5222,Penneshaw,Adelaide,South Australia,SA,,150.0,,,,,250.0,,587
5222,Porky Flat,Adelaide,South Australia,SA,,,,,,,,,588
5222,Sapphiretown,Adelaide,South Australia,SA,,,,,,,,,589
5222,Willoughby,Adelaide,South Australia,SA,,,,,,,,,590
5222,Willson River,Adelaide,South Australia,SA,,,,,,,,,591
5223,Birchmore,Adelaide,South Australia,SA,,,,,,,,,592
5223,Cape Borda,Adelaide,South Australia,SA,,,,,,,,,593
5223,Cassini,Adelaide,South Australia,SA,,,,,,,,,594
5223,Cygnet River,Adelaide,South Australia,SA,,,,,,,,,595
5223,D'Estrees Bay,Adelaide,South Australia,SA,,,,,,,,,596
5223,De Mole River,Adelaide,South Australia,SA,,,,,,,,,597
5223,Duncan,Adelaide,South Australia,SA,,,,,,,,,598
5223,Emu Bay,Adelaide,South Australia,SA,,,,,,,,,599
5223,Flinders Chase,Adelaide,South Australia,SA,,,,,,,,,600
5223,Gosse,Adelaide,South Australia,SA,,,,,,,,,601
5223,Haines,Adelaide,South Australia,SA,,,,,,,,,602
5223,Harriet River,Adelaide,South Australia,SA,,,,,,,,,603
5223,Karatta,Adelaide,South Australia,SA,,,,,,,,,604
5223,Kohinoor,Adelaide,South Australia,SA,,,,,,,,,605
5223,Macgillivray,Adelaide,South Australia,SA,,,,,,,,,606
5223,Menzies,Adelaide,South Australia,SA,,,,,,,,,607
5223,Middle River,Adelaide,South Australia,SA,,,,,,,,,608
5223,Newland,Adelaide,South Australia,SA,,,,,,,,,609
5223,North Cape,Adelaide,South Australia,SA,,,,,,,,,610
5223,Seal Bay,Adelaide,South Australia,SA,,,,,,,,,611
5223,Seddon,Adelaide,South Australia,SA,,,,,,,,,612
5238,Port Mannum,Adelaide,South Australia,SA,,,,,,250.0,210.0,,613
5223,Stokes Bay,Adelaide,South Australia,SA,,,,,,,,,614
5223,Vivonne Bay,Adelaide,South Australia,SA,,,,,,120.0,,,615
5223,Western River,Adelaide,South Australia,SA,,,,,,,,,616
5223,Wisanger,Adelaide,South Australia,SA,,,,,,,,,617
5231,Chain Of Ponds,Adelaide,South Australia,SA,,,,,,,,,618
5231,Millbrook,Adelaide,South Australia,SA,,,,,,,,,619
5232,Cudlee Creek,Adelaide,South Australia,SA,,,,,,,,,620
5233,Warren,Adelaide,South Australia,SA,,,,,,,,,621
5235,Cromer,Adelaide,South Australia,SA,,,,,,,,,622
5235,Eden Valley,Adelaide,South Australia,SA,,,,,,,,,623
5235,Flaxman Valley,Adelaide,South Australia,SA,,,,,,,,,624
5235,Springton,Adelaide,South Australia,SA,,,,,,245.0,,,625
5235,Taunton,Adelaide,South Australia,SA,,,,,,,,,626
5236,Tungkillo,Adelaide,South Australia,SA,,,,,,190.0,,,627
5237,Apamurra,Adelaide,South Australia,SA,,,,,,,,,628
5237,Milendella,Adelaide,South Australia,SA,,,,,,,,,629
5237,Palmer,Adelaide,South Australia,SA,,,,,,,,,630
5237,Sanderston,Adelaide,South Australia,SA,,,,,,,,,631
5238,Big Bend,Adelaide,South Australia,SA,,,,,,,,,632
5238,Bolto,Adelaide,South Australia,SA,,,,,,,,,633
5238,Bonython,Adelaide,South Australia,SA,,,,,,,,,634
5238,Bowhill,Adelaide,South Australia,SA,,,,,,,,,635
5238,Caurnamont,Adelaide,South Australia,SA,,,,,,,,,636
5238,Claypans,Adelaide,South Australia,SA,,,,,,,,,637
5238,Coolcha,Adelaide,South Australia,SA,,,,,,,,,638
